image_path,labels
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0193.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0194.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0195.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0196.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0197.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0198.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0199.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0200.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0201.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0202.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0203.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0204.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0205.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0206.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0207.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0208.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0209.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0210.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0211.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0212.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0213.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0214.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0215.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0216.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0217.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0218.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0219.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0220.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0221.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0222.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0223.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0224.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0225.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0226.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0227.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0228.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0229.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0230.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0231.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0232.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0233.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0234.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0235.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0236.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0237.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0238.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0239.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0240.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0241.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0242.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0243.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0244.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0245.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0246.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0247.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0248.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0249.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0250.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0251.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0252.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0253.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0254.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0255.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0256.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0257.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0258.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0259.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0260.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0261.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0262.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0263.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0264.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0265.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0266.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0267.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0268.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0269.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0270.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0271.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0272.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0273.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0274.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0275.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0276.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0277.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0278.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0279.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0280.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0281.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0282.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0283.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0284.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0285.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0286.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0287.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0288.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0289.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0290.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0291.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0292.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0293.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0294.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0295.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0296.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0297.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0298.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0299.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0300.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0301.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0302.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0303.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0304.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0305.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0306.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0307.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0308.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0309.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0310.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0311.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0312.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0313.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0314.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0315.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0316.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0317.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0318.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0319.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0320.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0321.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0322.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0323.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0324.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0325.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0326.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0327.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0328.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0329.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0330.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0331.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0332.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0333.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0334.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0335.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0336.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0337.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0338.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0339.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0340.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0341.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0342.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0343.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0344.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0345.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0346.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0347.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0348.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0349.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0350.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0351.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0352.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0353.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0354.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0355.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0356.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0357.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0358.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0359.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0360.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0361.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0362.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0363.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0364.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0365.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0366.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0367.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0368.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0369.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0370.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0371.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0372.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0373.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0374.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0375.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0376.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0377.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0378.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0379.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0380.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0381.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0382.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0383.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0384.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0385.jpg,airplanes
C:/personal_documents/CSE/CSE_github/SEM 6/DPA/archive/caltech-101\airplanes\image_0386.jpg,airplanes
